Manufacturer,Model,Stick_Pin_Diameter_mm,Stick_Pin_Diameter_inch,Stick_Width_mm,Stick_Width_inch,Link_Pin_Diameter_mm,Link_Pin_Diameter_inch,Link_Width_mm,Link_Width_inch,Pin_Centers_mm,Pin_Centers_inch,Tip_Radius_mm,Tip_Radius_inch,Data_Source,Notes
Sany,SY385H,120.0,4.724,480.0,18.898,120.0,4.724,480.0,18.898,630.0,24.803,,,Additional_2024,Chinese excavator
Sany,SY415H,130.0,5.118,557.0,21.929,130.0,5.118,557.0,21.929,675.0,26.575,,,Additional_2024,Chinese excavator
Sany,SY465H,140.0,5.512,600.0,23.622,140.0,5.512,600.0,23.622,720.0,28.346,,,Additional_2024,Chinese excavator
Sany,SY500H,150.0,5.906,650.0,25.591,150.0,5.906,650.0,25.591,780.0,30.709,,,Additional_2024,Chinese excavator
Sany,SY750H,180.0,7.087,750.0,29.528,180.0,7.087,750.0,29.528,900.0,35.433,,,Additional_2024,Chinese large excavator
Sany,SY950H,200.0,7.874,850.0,33.465,200.0,7.874,850.0,33.465,1000.0,39.37,,,Additional_2024,Chinese large excavator
Sany,SY1250H,220.0,8.661,950.0,37.402,220.0,8.661,950.0,37.402,1100.0,43.307,,,Additional_2024,Chinese large excavator
XCMG,XE15,30.0,1.181,105.0,4.134,30.0,1.181,105.0,4.134,126.0,4.961,,,Additional_2024,Chinese mini excavator
XCMG,XE27,35.0,1.378,135.0,5.315,35.0,1.378,135.0,5.315,165.0,6.496,,,Additional_2024,Chinese mini excavator
XCMG,XE35U,40.0,1.575,135.0,5.315,40.0,1.575,135.0,5.315,200.0,7.874,,,Additional_2024,Chinese mini excavator
XCMG,XE40,45.0,1.772,156.0,6.142,45.0,1.772,156.0,6.142,260.0,10.236,,,Additional_2024,Chinese compact excavator
XCMG,XE55DA,50.0,1.969,185.0,7.283,50.0,1.969,185.0,7.283,305.0,12.008,,,Additional_2024,Chinese compact excavator
XCMG,XE75DA,55.0,2.165,195.0,7.677,55.0,2.165,195.0,7.677,275.0,10.827,,,Additional_2024,Chinese compact excavator
XCMG,XE85C,60.0,2.362,200.0,7.874,60.0,2.362,200.0,7.874,300.0,11.811,,,Additional_2024,Chinese compact excavator
XCMG,XE135B,65.0,2.559,255.0,10.039,65.0,2.559,255.0,10.039,385.0,15.157,,,Additional_2024,Chinese excavator
XCMG,XE150D,70.0,2.756,305.0,12.008,70.0,2.756,305.0,12.008,435.0,17.126,,,Additional_2024,Chinese excavator
XCMG,XE200DA,80.0,3.15,326.0,12.835,80.0,3.15,326.0,12.835,458.0,18.031,,,Additional_2024,Chinese excavator
XCMG,XE215DA,80.0,3.15,326.0,12.835,80.0,3.15,326.0,12.835,458.0,18.031,,,Additional_2024,Chinese excavator
XCMG,XE235C,90.0,3.543,346.0,13.622,90.0,3.543,346.0,13.622,513.0,20.197,,,Additional_2024,Chinese excavator
XCMG,XE260C,90.0,3.543,346.0,13.622,90.0,3.543,346.0,13.622,513.0,20.197,,,Additional_2024,Chinese excavator
XCMG,XE305D,100.0,3.937,372.0,14.646,100.0,3.937,372.0,14.646,537.0,21.142,,,Additional_2024,Chinese excavator
XCMG,XE335C,110.0,4.331,425.0,16.732,110.0,4.331,425.0,16.732,586.0,23.071,,,Additional_2024,Chinese excavator
XCMG,XE370CA,110.0,4.331,425.0,16.732,110.0,4.331,425.0,16.732,586.0,23.071,,,Additional_2024,Chinese excavator
XCMG,XE400D,120.0,4.724,480.0,18.898,120.0,4.724,480.0,18.898,630.0,24.803,,,Additional_2024,Chinese excavator
XCMG,XE470D,130.0,5.118,557.0,21.929,130.0,5.118,557.0,21.929,675.0,26.575,,,Additional_2024,Chinese excavator
XCMG,XE550D,140.0,5.512,600.0,23.622,140.0,5.512,600.0,23.622,720.0,28.346,,,Additional_2024,Chinese excavator
XCMG,XE700D,160.0,6.299,700.0,27.559,160.0,6.299,700.0,27.559,850.0,33.465,,,Additional_2024,Chinese large excavator
Zoomlion,ZE17E,30.0,1.181,105.0,4.134,30.0,1.181,105.0,4.134,126.0,4.961,,,Additional_2024,Chinese mini excavator
Zoomlion,ZE35E,40.0,1.575,135.0,5.315,40.0,1.575,135.0,5.315,200.0,7.874,,,Additional_2024,Chinese mini excavator
Zoomlion,ZE55E,50.0,1.969,185.0,7.283,50.0,1.969,185.0,7.283,305.0,12.008,,,Additional_2024,Chinese compact excavator
Zoomlion,ZE75E,55.0,2.165,195.0,7.677,55.0,2.165,195.0,7.677,275.0,10.827,,,Additional_2024,Chinese compact excavator
Zoomlion,ZE85E,60.0,2.362,200.0,7.874,60.0,2.362,200.0,7.874,300.0,11.811,,,Additional_2024,Chinese compact excavator
Zoomlion,ZE135E,65.0,2.559,255.0,10.039,65.0,2.559,255.0,10.039,385.0,15.157,,,Additional_2024,Chinese excavator
Zoomlion,ZE150E,70.0,2.756,305.0,12.008,70.0,2.756,305.0,12.008,435.0,17.126,,,Additional_2024,Chinese excavator
Zoomlion,ZE200E,80.0,3.15,326.0,12.835,80.0,3.15,326.0,12.835,458.0,18.031,,,Additional_2024,Chinese excavator
Zoomlion,ZE230E,90.0,3.543,346.0,13.622,90.0,3.543,346.0,13.622,513.0,20.197,,,Additional_2024,Chinese excavator
Zoomlion,ZE260E,90.0,3.543,346.0,13.622,90.0,3.543,346.0,13.622,513.0,20.197,,,Additional_2024,Chinese excavator
Zoomlion,ZE300E,100.0,3.937,372.0,14.646,100.0,3.937,372.0,14.646,537.0,21.142,,,Additional_2024,Chinese excavator
Zoomlion,ZE360E,110.0,4.331,425.0,16.732,110.0,4.331,425.0,16.732,586.0,23.071,,,Additional_2024,Chinese excavator
Zoomlion,ZE400E,120.0,4.724,480.0,18.898,120.0,4.724,480.0,18.898,630.0,24.803,,,Additional_2024,Chinese excavator
Zoomlion,ZE470E,130.0,5.118,557.0,21.929,130.0,5.118,557.0,21.929,675.0,26.575,,,Additional_2024,Chinese excavator
Zoomlion,ZE550E,140.0,5.512,600.0,23.622,140.0,5.512,600.0,23.622,720.0,28.346,,,Additional_2024,Chinese excavator
Lonking,LG6015,30.0,1.181,105.0,4.134,30.0,1.181,105.0,4.134,126.0,4.961,,,Additional_2024,Chinese mini excavator
Lonking,LG6025,35.0,1.378,135.0,5.315,35.0,1.378,135.0,5.315,165.0,6.496,,,Additional_2024,Chinese mini excavator
Lonking,LG6035,40.0,1.575,135.0,5.315,40.0,1.575,135.0,5.315,200.0,7.874,,,Additional_2024,Chinese mini excavator
Lonking,LG6050,45.0,1.772,156.0,6.142,45.0,1.772,156.0,6.142,260.0,10.236,,,Additional_2024,Chinese compact excavator
Lonking,LG6075,55.0,2.165,195.0,7.677,55.0,2.165,195.0,7.677,275.0,10.827,,,Additional_2024,Chinese compact excavator
Lonking,LG6085,60.0,2.362,200.0,7.874,60.0,2.362,200.0,7.874,300.0,11.811,,,Additional_2024,Chinese compact excavator
Lonking,LG6135,65.0,2.559,255.0,10.039,65.0,2.559,255.0,10.039,385.0,15.157,,,Additional_2024,Chinese excavator
Lonking,LG6150,70.0,2.756,305.0,12.008,70.0,2.756,305.0,12.008,435.0,17.126,,,Additional_2024,Chinese excavator
Lonking,LG6210,80.0,3.15,326.0,12.835,80.0,3.15,326.0,12.835,458.0,18.031,,,Additional_2024,Chinese excavator
Lonking,LG6225,90.0,3.543,346.0,13.622,90.0,3.543,346.0,13.622,513.0,20.197,,,Additional_2024,Chinese excavator
Lonking,LG6300,100.0,3.937,372.0,14.646,100.0,3.937,372.0,14.646,537.0,21.142,,,Additional_2024,Chinese excavator
Lonking,LG6360,110.0,4.331,425.0,16.732,110.0,4.331,425.0,16.732,586.0,23.071,,,Additional_2024,Chinese excavator
Sunward,SWE17UF,30.0,1.181,105.0,4.134,30.0,1.181,105.0,4.134,126.0,4.961,,,Additional_2024,Chinese mini excavator
Sunward,SWE25UF,35.0,1.378,135.0,5.315,35.0,1.378,135.0,5.315,165.0,6.496,,,Additional_2024,Chinese mini excavator
Sunward,SWE35UF,40.0,1.575,135.0,5.315,40.0,1.575,135.0,5.315,200.0,7.874,,,Additional_2024,Chinese mini excavator
Sunward,SWE50UF,45.0,1.772,156.0,6.142,45.0,1.772,156.0,6.142,260.0,10.236,,,Additional_2024,Chinese compact excavator
Sunward,SWE60UF,50.0,1.969,185.0,7.283,50.0,1.969,185.0,7.283,305.0,12.008,,,Additional_2024,Chinese compact excavator
Sunward,SWE80E,55.0,2.165,195.0,7.677,55.0,2.165,195.0,7.677,275.0,10.827,,,Additional_2024,Chinese compact excavator
Sunward,SWE135E,65.0,2.559,255.0,10.039,65.0,2.559,255.0,10.039,385.0,15.157,,,Additional_2024,Chinese excavator
Sunward,SWE150E,70.0,2.756,305.0,12.008,70.0,2.756,305.0,12.008,435.0,17.126,,,Additional_2024,Chinese excavator
Sunward,SWE210E,80.0,3.15,326.0,12.835,80.0,3.15,326.0,12.835,458.0,18.031,,,Additional_2024,Chinese excavator
Sunward,SWE230E,90.0,3.543,346.0,13.622,90.0,3.543,346.0,13.622,513.0,20.197,,,Additional_2024,Chinese excavator
Shantui,SE17,30.0,1.181,105.0,4.134,30.0,1.181,105.0,4.134,126.0,4.961,,,Additional_2024,Chinese mini excavator
Shantui,SE35,40.0,1.575,135.0,5.315,40.0,1.575,135.0,5.315,200.0,7.874,,,Additional_2024,Chinese mini excavator
Shantui,SE60,50.0,1.969,185.0,7.283,50.0,1.969,185.0,7.283,305.0,12.008,,,Additional_2024,Chinese compact excavator
Shantui,SE75,55.0,2.165,195.0,7.677,55.0,2.165,195.0,7.677,275.0,10.827,,,Additional_2024,Chinese compact excavator
Shantui,SE135,65.0,2.559,255.0,10.039,65.0,2.559,255.0,10.039,385.0,15.157,,,Additional_2024,Chinese excavator
Shantui,SE210,80.0,3.15,326.0,12.835,80.0,3.15,326.0,12.835,458.0,18.031,,,Additional_2024,Chinese excavator
Shantui,SE230,90.0,3.543,346.0,13.622,90.0,3.543,346.0,13.622,513.0,20.197,,,Additional_2024,Chinese excavator
Shantui,SE300,100.0,3.937,372.0,14.646,100.0,3.937,372.0,14.646,537.0,21.142,,,Additional_2024,Chinese excavator
Mecalac,6MCR,40.0,1.575,135.0,5.315,40.0,1.575,135.0,5.315,200.0,7.874,,,Additional_2024,French compact excavator
Mecalac,8MCR,45.0,1.772,156.0,6.142,45.0,1.772,156.0,6.142,260.0,10.236,,,Additional_2024,French compact excavator
Mecalac,10MCR,50.0,1.969,185.0,7.283,50.0,1.969,185.0,7.283,305.0,12.008,,,Additional_2024,French compact excavator
Mecalac,12MTX,55.0,2.165,195.0,7.677,55.0,2.165,195.0,7.677,275.0,10.827,,,Additional_2024,French compact excavator
Mecalac,14MXT,60.0,2.362,200.0,7.874,60.0,2.362,200.0,7.874,300.0,11.811,,,Additional_2024,French compact excavator
Mecalac,15MWR,65.0,2.559,255.0,10.039,65.0,2.559,255.0,10.039,385.0,15.157,,,Additional_2024,French excavator
Mecalac,17MWR,70.0,2.756,305.0,12.008,70.0,2.756,305.0,12.008,435.0,17.126,,,Additional_2024,French excavator
Mecalac,20MWR,80.0,3.15,326.0,12.835,80.0,3.15,326.0,12.835,458.0,18.031,,,Additional_2024,French excavator
Mecalac,23MWR,90.0,3.543,346.0,13.622,90.0,3.543,346.0,13.622,513.0,20.197,,,Additional_2024,French excavator
Mecalac,25MWR,90.0,3.543,346.0,13.622,90.0,3.543,346.0,13.622,513.0,20.197,,,Additional_2024,French excavator
Mecalac,30MWR,100.0,3.937,372.0,14.646,100.0,3.937,372.0,14.646,537.0,21.142,,,Additional_2024,French excavator
Mecalac,35MWR,110.0,4.331,425.0,16.732,110.0,4.331,425.0,16.732,586.0,23.071,,,Additional_2024,French excavator
Schaeff,TC08,30.0,1.181,105.0,4.134,30.0,1.181,105.0,4.134,126.0,4.961,,,Additional_2024,German mini excavator
Schaeff,TC16,35.0,1.378,135.0,5.315,35.0,1.378,135.0,5.315,165.0,6.496,,,Additional_2024,German mini excavator
Schaeff,TC25,40.0,1.575,135.0,5.315,40.0,1.575,135.0,5.315,200.0,7.874,,,Additional_2024,German mini excavator
Schaeff,TC35,45.0,1.772,156.0,6.142,45.0,1.772,156.0,6.142,260.0,10.236,,,Additional_2024,German compact excavator
Schaeff,TC50,50.0,1.969,185.0,7.283,50.0,1.969,185.0,7.283,305.0,12.008,,,Additional_2024,German compact excavator
Schaeff,TC75,55.0,2.165,195.0,7.677,55.0,2.165,195.0,7.677,275.0,10.827,,,Additional_2024,German compact excavator
Schaeff,TC125,65.0,2.559,255.0,10.039,65.0,2.559,255.0,10.039,385.0,15.157,,,Additional_2024,German excavator
Schaeff,TC175,80.0,3.15,326.0,12.835,80.0,3.15,326.0,12.835,458.0,18.031,,,Additional_2024,German excavator
Eurocomach,ES18ZT,30.0,1.181,105.0,4.134,30.0,1.181,105.0,4.134,126.0,4.961,,,Additional_2024,Italian mini excavator
Eurocomach,ES25ZT,35.0,1.378,135.0,5.315,35.0,1.378,135.0,5.315,165.0,6.496,,,Additional_2024,Italian mini excavator
Eurocomach,ES35ZT,40.0,1.575,135.0,5.315,40.0,1.575,135.0,5.315,200.0,7.874,,,Additional_2024,Italian mini excavator
Eurocomach,ES50ZT,45.0,1.772,156.0,6.142,45.0,1.772,156.0,6.142,260.0,10.236,,,Additional_2024,Italian compact excavator
Eurocomach,ES60ZT,50.0,1.969,185.0,7.283,50.0,1.969,185.0,7.283,305.0,12.008,,,Additional_2024,Italian compact excavator
Eurocomach,ES85ZT,55.0,2.165,195.0,7.677,55.0,2.165,195.0,7.677,275.0,10.827,,,Additional_2024,Italian compact excavator
Eurocomach,ES95ZT,60.0,2.362,200.0,7.874,60.0,2.362,200.0,7.874,300.0,11.811,,,Additional_2024,Italian compact excavator
Eurocomach,ES135ZT,65.0,2.559,255.0,10.039,65.0,2.559,255.0,10.039,385.0,15.157,,,Additional_2024,Italian excavator
Eurocomach,ES150ZT,70.0,2.756,305.0,12.008,70.0,2.756,305.0,12.008,435.0,17.126,,,Additional_2024,Italian excavator
Eurocomach,ES210ZT,80.0,3.15,326.0,12.835,80.0,3.15,326.0,12.835,458.0,18.031,,,Additional_2024,Italian excavator
Gehl,M08,25.0,0.984,95.0,3.74,25.0,0.984,95.0,3.74,90.0,3.543,,,Additional_2024,US mini excavator
Gehl,M135,35.0,1.378,135.0,5.315,35.0,1.378,135.0,5.315,165.0,6.496,,,Additional_2024,US mini excavator
Gehl,M240,40.0,1.575,156.0,6.142,40.0,1.575,156.0,6.142,260.0,10.236,,,Additional_2024,US compact excavator
Gehl,M340,45.0,1.772,156.0,6.142,45.0,1.772,156.0,6.142,260.0,10.236,,,Additional_2024,US compact excavator
Gehl,M440,50.0,1.969,185.0,7.283,50.0,1.969,185.0,7.283,305.0,12.008,,,Additional_2024,US compact excavator
New Holland,E18C,30.0,1.181,105.0,4.134,30.0,1.181,105.0,4.134,126.0,4.961,,,Additional_2024,New Holland mini excavator
New Holland,E26C,35.0,1.378,135.0,5.315,35.0,1.378,135.0,5.315,165.0,6.496,,,Additional_2024,New Holland mini excavator
New Holland,E35C,40.0,1.575,135.0,5.315,40.0,1.575,135.0,5.315,200.0,7.874,,,Additional_2024,New Holland mini excavator
New Holland,E50C,45.0,1.772,156.0,6.142,45.0,1.772,156.0,6.142,260.0,10.236,,,Additional_2024,New Holland compact excavator
New Holland,E60C,50.0,1.969,185.0,7.283,50.0,1.969,185.0,7.283,305.0,12.008,,,Additional_2024,New Holland compact excavator
New Holland,E80C,55.0,2.165,195.0,7.677,55.0,2.165,195.0,7.677,275.0,10.827,,,Additional_2024,New Holland compact excavator
New Holland,E135C,65.0,2.559,255.0,10.039,65.0,2.559,255.0,10.039,385.0,15.157,,,Additional_2024,New Holland excavator
New Holland,E175C,70.0,2.756,305.0,12.008,70.0,2.756,305.0,12.008,435.0,17.126,,,Additional_2024,New Holland excavator
New Holland,E215C,80.0,3.15,326.0,12.835,80.0,3.15,326.0,12.835,458.0,18.031,,,Additional_2024,New Holland excavator
New Holland,E245C,90.0,3.543,346.0,13.622,90.0,3.543,346.0,13.622,513.0,20.197,,,Additional_2024,New Holland excavator
Terex,TC16,30.0,1.181,105.0,4.134,30.0,1.181,105.0,4.134,126.0,4.961,,,Additional_2024,Terex mini excavator
Terex,TC20,35.0,1.378,135.0,5.315,35.0,1.378,135.0,5.315,165.0,6.496,,,Additional_2024,Terex mini excavator
Terex,TC29,40.0,1.575,135.0,5.315,40.0,1.575,135.0,5.315,200.0,7.874,,,Additional_2024,Terex mini excavator
Terex,TC37,45.0,1.772,156.0,6.142,45.0,1.772,156.0,6.142,260.0,10.236,,,Additional_2024,Terex compact excavator
Terex,TC48,50.0,1.969,185.0,7.283,50.0,1.969,185.0,7.283,305.0,12.008,,,Additional_2024,Terex compact excavator
Terex,TC75,55.0,2.165,195.0,7.677,55.0,2.165,195.0,7.677,275.0,10.827,,,Additional_2024,Terex compact excavator
Terex,TC125,65.0,2.559,255.0,10.039,65.0,2.559,255.0,10.039,385.0,15.157,,,Additional_2024,Terex excavator
Terex,TC210,80.0,3.15,326.0,12.835,80.0,3.15,326.0,12.835,458.0,18.031,,,Additional_2024,Terex excavator
Rhinox,RX08,25.0,0.984,95.0,3.74,25.0,0.984,95.0,3.74,90.0,3.543,,,Additional_2024,UK mini excavator
Rhinox,RX15,30.0,1.181,105.0,4.134,30.0,1.181,105.0,4.134,126.0,4.961,,,Additional_2024,UK mini excavator
Rhinox,RX25,35.0,1.378,135.0,5.315,35.0,1.378,135.0,5.315,165.0,6.496,,,Additional_2024,UK mini excavator
Hanix,H08A,25.0,0.984,95.0,3.74,25.0,0.984,95.0,3.74,90.0,3.543,,,Additional_2024,Japanese mini excavator
Hanix,H15B,30.0,1.181,105.0,4.134,30.0,1.181,105.0,4.134,126.0,4.961,,,Additional_2024,Japanese mini excavator
Hanix,H22A,35.0,1.378,135.0,5.315,35.0,1.378,135.0,5.315,165.0,6.496,,,Additional_2024,Japanese mini excavator
Hanix,H36C,40.0,1.575,135.0,5.315,40.0,1.575,135.0,5.315,200.0,7.874,,,Additional_2024,Japanese mini excavator
Hanix,H55DR,50.0,1.969,185.0,7.283,50.0,1.969,185.0,7.283,305.0,12.008,,,Additional_2024,Japanese compact excavator
Neuson,1003,25.0,0.984,100.0,3.937,25.0,0.984,100.0,3.937,86.3,3.398,,,Additional_2024,German mini excavator
Neuson,1503RD,32.0,1.26,118.0,4.646,32.0,1.26,118.0,4.646,129.5,5.098,,,Additional_2024,German mini excavator
Neuson,2503RD,32.0,1.26,118.0,4.646,32.0,1.26,118.0,4.646,129.5,5.098,,,Additional_2024,German mini excavator
Neuson,3503RD,40.0,1.575,140.0,5.512,40.0,1.575,140.0,5.512,180.0,7.087,,,Additional_2024,German mini excavator
Neuson,5003RD,50.0,1.969,195.0,7.677,50.0,1.969,195.0,7.677,235.0,9.252,,,Additional_2024,German compact excavator
Sumitomo,SH75X-7,55.0,2.165,195.0,7.677,55.0,2.165,195.0,7.677,275.0,10.827,,,Additional_2024,Japanese compact excavator
Sumitomo,SH85-7,60.0,2.362,200.0,7.874,60.0,2.362,200.0,7.874,300.0,11.811,,,Additional_2024,Japanese compact excavator
Sumitomo,SH135X-7,65.0,2.559,255.0,10.039,65.0,2.559,255.0,10.039,385.0,15.157,,,Additional_2024,Japanese excavator
Sumitomo,SH200-7,80.0,3.15,326.0,12.835,80.0,3.15,326.0,12.835,458.0,18.031,,,Additional_2024,Japanese excavator
Sumitomo,SH225X-7,90.0,3.543,346.0,13.622,90.0,3.543,346.0,13.622,513.0,20.197,,,Additional_2024,Japanese excavator
Sumitomo,SH350-7,100.0,3.937,372.0,14.646,100.0,3.937,372.0,14.646,537.0,21.142,,,Additional_2024,Japanese excavator
Caterpillar,301.7 CR Electric,30.0,1.181,105.0,4.134,30.0,1.181,105.0,4.134,126.5,4.98,,,Electric_2024,Electric mini excavator
Caterpillar,302 CR Electric,35.0,1.378,135.0,5.315,35.0,1.378,135.0,5.315,165.0,6.496,,,Electric_2024,Electric mini excavator
Caterpillar,303 CR Electric,40.0,1.575,135.0,5.315,40.0,1.575,135.0,5.315,200.0,7.874,,,Electric_2024,Electric mini excavator
Volvo,EC18 Electric,30.0,1.181,105.0,4.134,30.0,1.181,105.0,4.134,126.0,4.961,,,Electric_2024,Electric mini excavator
Volvo,EC20 Electric,35.0,1.378,135.0,5.315,35.0,1.378,135.0,5.315,165.0,6.496,,,Electric_2024,Electric mini excavator
Volvo,EC27 Electric,40.0,1.575,135.0,5.315,40.0,1.575,135.0,5.315,200.0,7.874,,,Electric_2024,Electric mini excavator
JCB,19C-1E Electric,30.0,1.181,105.0,4.134,30.0,1.181,105.0,4.134,126.0,4.961,,,Electric_2024,Electric mini excavator
JCB,30PLUS Electric,35.0,1.378,136.0,5.354,35.0,1.378,136.0,5.354,125.0,4.921,,,Electric_2024,Electric mini excavator
Komatsu,PC30E-5,35.0,1.378,135.0,5.315,35.0,1.378,135.0,5.315,165.0,6.496,,,Electric_2024,Electric mini excavator
Komatsu,PC40E-5,40.0,1.575,135.0,5.315,40.0,1.575,135.0,5.315,200.0,7.874,,,Electric_2024,Electric mini excavator
Wilco,WAM-180,80.0,3.15,326.0,12.835,80.0,3.15,326.0,12.835,458.0,18.031,,,Specialty_2024,Amphibious excavator
Marsh Buggy,MB-200,90.0,3.543,346.0,13.622,90.0,3.543,346.0,13.622,513.0,20.197,,,Specialty_2024,Marsh excavator
Genesis,GDT990,120.0,4.724,480.0,18.898,120.0,4.724,480.0,18.898,630.0,24.803,,,Specialty_2024,Demolition excavator
NPK,E-216,80.0,3.15,326.0,12.835,80.0,3.15,326.0,12.835,458.0,18.031,,,Specialty_2024,Demolition excavator
Micro Digger,MD-08,20.0,0.787,80.0,3.15,20.0,0.787,80.0,3.15,70.0,2.756,,,Specialty_2024,Ultra-compact excavator
Mini Mite,MM-10,22.0,0.866,85.0,3.346,22.0,0.866,85.0,3.346,75.0,2.953,,,Specialty_2024,Ultra-compact excavator
Liebherr,R9400,250.0,9.843,1000.0,39.37,250.0,9.843,1000.0,39.37,1200.0,47.244,,,Specialty_2024,Ultra-large mining excavator
Caterpillar,6090 FS,300.0,11.811,1200.0,47.244,300.0,11.811,1200.0,47.244,1400.0,55.118,,,Specialty_2024,Ultra-large mining excavator
Komatsu,PC8000-6,280.0,11.024,1100.0,43.307,280.0,11.024,1100.0,43.307,1300.0,51.181,,,Specialty_2024,Ultra-large mining excavator
